date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude,month,day,year,time
1/23/2009 21:00,surrey (canada),bc,ca,light,1800,30+ minutes,There was a bright light in the night sky&#44 moving at sharp angles in a predictable rectangular path.  ((NUFORC Note:  Venus.  PD)),3/19/2009,49.13635335,-122.8213433,1,23,2009,21:00
1/23/2010 18:33,llandudnol (uk/wales),,gb,round,1,1 second,White shere over Llandudno Wales - January 2010,2/14/2010,53.324061,-3.827609,1,23,2010,18:33
1/23/2010 19:45,streetly (uk/england),,gb,light,10,10 seconds,Bright green flashing object similar to a shooting star but not.,2/14/2010,52.583333,-1.883333,1,23,2010,19:45
1/23/2010 22:45,abingdon (uk/england),,gb,light,300,5 mins,strange lights in the sky,2/14/2010,51.666667,-1.283333,1,23,2010,22:45
12/3/2011 19:30,vienna,oh,at,light,5,5 seconds,Blue/Green light seen by 2 people. Myself and my husband which he is a AF Reservist.,12/12/2011,41.2377778,-80.6644444,12,3,2011,19:30
1/23/2012 0:00,shanghi (china),,cn,round,240,3-4 minutes,Orange Orb sighting in Shanghai&#44 China&#44 Chinese New Year&#44 January 23&#44 2012.,5/15/2013,31.230416,121.473701,1,23,2012,0:00
1/23/2012 20:10,bradford (west yorkshire) (uk/england),,gb,round,60,60 seconds,Bright circular unidentified object moving very fast,1/24/2012,51,-3.183333,1,23,2012,20:10
1/23/2012 20:10,bradford (west yorkshire) (uk/england),,gb,round,60,60 seconds,Small bright light&#44 moving rapidly and randomly before dissapearing.,1/24/2012,51,-3.183333,1,23,2012,20:10
1/23/2013 18:05,laval (canada),qc,ca,round,5,5 seconds,Neon green light oval shape The speed it moved is unbelievable.,2/4/2013,45.6,-73.733333,1,23,2013,18:05
1/23/2014 8:30,dehradun (india),,in,diamond,5,5 seconds,A blinking diamond.,1/24/2014,30.316495,78.032192,1,23,2014,8:30
1/23/2014 22:34,ste-brigitte de laval (canada),qc,ca,round,3600,1 hour,Hovering orbs inside my bedroom and alien figures outside my window. Possible abduction.,1/30/2014,47.002378,-71.194212,1,23,2014,22:34
12/4/1976 14:00,hull (uk/england),,gb,egg/teardrop,1200,20 mins,SMALL OBJECT DARK GREY TO BLACK&#44 APPROX 18 - 24 INCHES ACROSS&#44 ABOUT 12 INCHES IN HEIGHT&#44 WAS STATIONARY AT ABOUT 40 FEET IN THE AIR&#44 S,12/7/2006,53.716667,-0.333333,12,4,1976,14:00
12/4/1979 20:00,burnley (uk/england),,gb,egg/teardrop,120,2 mins,Hi my name is Mark&#44i was nine at the time i saw what now i percieve as a dream and i cannot differenciate as anything other than that b,9/15/2005,53.8,-2.233333,12,4,1979,20:00
12/4/1994 11:00,tampico&#44 tamaulipas (mexico),,mx,formation,900,15 minutos,flotilla de ovnis tomada en video en Diciembre de 1994 en Tampico&#44 Tamaulipas. Mexico.,9/29/2004,22.233104,-97.861099,12,4,1994,11:00
12/4/1996 2:00,peshawar (pakistan),,pk,flare,120,2 minutes apporx,dear fellows...i don&#39t know...either you all will believe me or not...but i don&#39t care..itz about 6 years ago...when i became one of th,4/25/2002,34.014975,71.58049,12,4,1996,2:00
12/4/1999 4:45,glasgow (uk/scotland),,gb,light,120,2 minutes,Glasgow&#44 Scotland.,12/2/2013,55.833333,-4.25,12,4,1999,4:45
12/4/1999 15:30,shanghai (china),,cn,cylinder,7200,2 hours,This report is seen in http://www.shanghaidaily.com/ which has a picture of the said UFO as well&#44 Video footage is available but not fo,12/16/1999,31.230416,121.473701,12,4,1999,15:30
1/24/2000 1:10,hull (the quadrant estate) (uk/england),,gb,changing,1200,10-20 mins,It looked like a star but circular shaped&#44 with blue paricles dropping from it&#44 then appeared to split in two and appeared white&#44 them,2/16/2000,53.716667,-0.333333,1,24,2000,1:10
12/4/2001 22:34,colombo (sri lanka),,lk,diamond,60,1 minutes,Srilanka UFO,3/19/2002,6.927079,79.861243,12,4,2001,22:34
12/4/2002 1:00,monterrey (mexico) (outside city&#44 on large highway),,mx,other/unspecified,600,10+ minutes,There was many objects stopping traffic on a major highway outside Monterrey&#44 Mexico,3/4/2003,25.686614,-100.316113,12,4,2002,1:00
12/4/2002 18:00,west molesey (uk/england),,gb,light,180,3 minutes +/-,Stange light seen near Heathrow airport.,12/23/2002,51.4,-0.35,12,4,2002,18:00
12/4/2003 3:00,sydney (nsw&#44 australia),,au,other/unspecified,60,about minute,Unidentified Explosion,12/9/2003,-33.861481,151.205475,12,4,2003,3:00
1/24/2003 3:20,stoke-on-trent (uk/england),,gb,disk,180,3mins,Sighting first by my husband a 100% life long sceptic he awoke me to see the unusual sightquite high above the horizon over farmland/fo,3/4/2003,53,-2.183333,1,24,2003,3:20
12/4/2003 11:00,caledonia (canada),on,ca,light,10,10 sec,I was outside taking pictures of some horses before lunch and there was a light in the sky and as it moved it left a trail with points,4/30/2004,43.066667,-79.95,12,4,2003,11:00
1/24/2003 18:13,kingston (canada),on,ca,triangle,120,approx. 2 min.,black equilateral triangle with 3 glowing white dome lights at tips... directly above my car,2/5/2003,44.233333,-76.483333,1,24,2003,18:13
1/24/2003 18:35,dover (uk/england),,gb,diamond,30,30secs,Definite sighting by 2 professional people of craft travelling N.E to S.W. in view 30 secs,3/4/2003,51.133333,1.3,1,24,2003,18:35
12/4/2003 21:00,dartmouth (canada),ns,ca,other/unspecified,60,approx: 1 minute,HBCCUFO CANADIAN REPORT:  The object hovered and wobbled.,3/17/2004,44.666667,-63.566667,12,4,2003,21:00
1/24/2003 21:00,winnipeg (canada),mb,ca,other/unspecified,1800,30 min,I was on my balcony having a smoke&#44 and happened to look to the North East. Thats when I say 3 objects movine across the sky towards th,2/5/2003,49.883333,-97.166667,1,24,2003,21:00
1/24/2004 14:00,london (uk/england),,gb,triangle,120,2mins,there or not?,1/31/2004,51.514125,-0.093689,1,24,2004,14:00
12/4/2004 23:00,geelong (australia),,au,light,300,5 minutes,3 Lights in Triangular Formation Moving Accross The Sky  ((NUFORC Note:  U. S. Navy &quot;NOSS&quot; satellites??  PD)),12/14/2004,-38.153461,144.358093,12,4,2004,23:00
12/5/2004,leicester (uk/england),,gb,light,25,25 seconds,Fiery light,12/14/2004,52.664913,-1.034894,12,5,2004,0:00
12/4/2005 1:30,murtoa (australia),,au,light,1,about 1 second,Firework like light with no sound.,12/16/2005,-36.62009,142.466766,12,4,2005,1:30
1/24/2006 2:00,perth (australia),,au,other/unspecified,1200,20 minutes,Many flashing lights on a half-oval shaped object,2/14/2006,-31.95224,115.861397,1,24,2006,2:00
1/24/2007 12:25,ottawa (canada),on,ca,cylinder,240,about 4 minutes,Cylnder,2/1/2007,45.416667,-75.7,1,24,2007,12:25
12/4/2007 17:00,medellin (colombia),,co,disk,540,8/9 minutes,Two (in my opinion) ufo&#39s above the city of Medellin&#44 Colombia (South America),3/4/2008,6.235925,-75.575137,12,4,2007,17:00
12/4/2008 12:00,milton (near banbury) (uk/england),,gb,round,180,2-3 mins,bright slow moving non formation circular objects over north oxfordshire,1/10/2009,51.691111,-4.836389,12,4,2008,12:00
1/24/2009 12:06,yavatmal (india),,in,round,480,6 - 8 minutes,Bright spherical light which could be seen clearly at noon,3/19/2009,20.388794,78.120407,1,24,2009,12:06
1/24/2009 19:20,cirencester (uk/england),,gb,flare,240,four minutes-ish,seven fireball shaped objects above cirencester in England,3/19/2009,51.733333,-1.983333,1,24,2009,19:20
12/4/2009 20:30,ipswich&#44 qld (australia),,au,triangle,420,5-7 minutes.,Strange lights over Ipswich Qld 4/12/09,12/12/2009,-27.614093,152.758472,12,4,2009,20:30
1/24/2009 21:00,kingston (canada),on,ca,light,1200,20 min,Huge Orb&#33&#33&#33&#33,3/19/2009,44.233333,-76.483333,1,24,2009,21:00
1/24/2009 23:35,norwich (uk/england),,gb,round,60,1 min,we saw two circular flaring orange shape objects in the sky flying together rather fast&#44 quite low&#44 with no sound.,3/19/2009,52.633333,1.3,1,24,2009,23:35
12/4/2010 15:00,yokohama (japan),,jp,disk,1800,30 minutes,At the beginning&#44 more than 50 flying objects had been making a formation of Heart-shape figure above an arena&#44 and then scattered and,1/5/2011,35.443708,139.638026,12,4,2010,15:00
12/4/2011 2:00,seaton (uk/england),,gb,other/unspecified,1800,30 minutes,Strange orange light moving erratically around the Orion&#39s belt location&#44 dec 2011.,12/12/2011,52.566667,-0.666667,12,4,2011,2:00
12/4/2011 6:25,monterrey (mexico),,mx,light,120,2 min,An orange ball of light was faster than a plane or helicopter and disappeared,12/12/2011,25.686614,-100.316113,12,4,2011,6:25
12/4/2011 18:00,hite river (canada),on,ca,egg/teardrop,3,3 seconds,Bright&#44 tadpole/teardrop shaped &#8220;something&#8221; zoomed across HWY 17 W. It looked like it wasn&#8217;t too much higher than the treeline. No smok,2/10/2012,48.583333,-85.283333,12,4,2011,18:00
12/4/2012 2:00,akola (india),,in,cylinder,10,10 seconds,A cylinder cyphor like structure (supersonic) no blades&#44 white in colour&#44duration 5-10 seconds.,3/3/2013,20.7333,77,12,4,2012,2:00
1/24/2012 7:50,miesau (germany),,de,flare,2,2 seconds,I witnessed a bright green fireball.,1/24/2012,49.4,7.433333,1,24,2012,7:50
12/5/1991 1:45,gloucseter (uk/england),,gb,triangle,600,10 minutes,the sound from the craft moved threw the air before we saw it about two minutes after we saw the craft it was triangular in shap and ve,8/28/2002,51.864245,-2.238156,12,5,1991,1:45
12/5/1995 23:10,salluit (canada),qc,ca,flare,30,15-30 seconds,Blue fireball seen by three children in arctic,8/7/2011,62.201285,-75.646856,12,5,1995,23:10
12/5/1996 21:25,toronto (canada),on,ca,other/unspecified,90,1-1.5 min,It was a fast flying object&#44 which had about three extremely strong lights.  It was flying very high&#44 and I noticed no noise.  It appea,12/2/2000,43.666667,-79.416667,12,5,1996,21:25
12/5/1997 2:32,guarenas&#44 miranda (venezuela),,ve,flare,2,seconds,I was just listening music from the sat reciever when I looked to the  window facing S.W. when I saw the fireball coming down diagonaly,8/10/1999,10.466263,-66.616882,12,5,1997,2:32
12/5/1998 19:00,valle de bravo (mexico),,mx,light,120,2 minutes,White bright light like a headlight with a cloudy proyection though heaven was clear. It suddenly disspareared leaving just the bright,1/28/1999,19.195096,-100.132673,12,5,1998,19:00
1/25/2000 21:40,montlu&ccedil;on (france),,fr,other/unspecified,360,6 minit,SORRY FOR MY ENGLISH &#33&#33&#33 a yellow light on north/ouest montlu&ccedil;on .the light  was different than stars after five minits of no mouvement,2/16/2000,46.341547,2.601991,1,25,2000,21:40
1/25/2001 6:10,isle of wight (uk/england),,gb,round,1140,19 minutes,The sighting was seen at 06.10am on Thursday 25 January 2001 in Ventnor on the Isle of Wight&#44 England.  My name is Mary Short and I am,2/18/2001,50.666667,-1.333333,1,25,2001,6:10
1/25/2002 19:25,mansfield (uk/england),,gb,light,30,30secs,Strange glow in sky at Pleasley,1/29/2002,53.133333,-1.2,1,25,2002,19:25
1/25/2002 22:00,st. catharines (canada),on,ca,round,8,8 seconds,Three red dots weaving,9/19/2002,43.166667,-79.233333,1,25,2002,22:00
1/25/2003 14:03,bensheim (germany),,de,round,15,10-15 seconds,I saw a white spot with a white cloudy haze around it in the sky about the size of an eraser head that dissappeared after about 15 sec.,1/26/2003,49.680278,8.616111,1,25,2003,14:03
12/5/2003 17:43,orillia (canada),on,ca,light,5,approx: 4 or 5 seconds,HBCCUFO CANADIAN REPORT:  Two orange lights  racing one another across the sky.,12/9/2003,44.6,-79.416667,12,5,2003,17:43
12/5/2003 21:45,northland/moerewa bay (new zealand),,nz,other/unspecified,1800,30 min.,my name is ((deleted)) of 47 kingi road moerewa bay of islands northland new zealand  this happened 9:45 pm friday night 2003 there,12/9/2003,-35.387899,174.013869,12,5,2003,21:45
1/25/2004 19:30,carnarvon gorge (australia),,au,other/unspecified,1814400,3 weeks,bright lights&#44 colour changing spheres&#44been observing for 3wks&#44high in sky.,1/31/2004,48.439549,-123.326395,1,25,2004,19:30
12/5/2004 22:00,strathroy (canada),on,ca,diamond,600,10 minutes,Slow moving diamond/triangle shaped low flying craft without any sound w/bright white lights on tips and scrolling blue and red lights,12/14/2004,42.95,-81.616667,12,5,2004,22:00
1/25/2005 0:32,victoria (canada),bc,ca,flare,30,30 seconds,Fireballs seen over Vancouver Island.,1/27/2005,46.216667,-63.483333,1,25,2005,0:32
1/25/2005 10:00,belize (during cruise),,bz,other/unspecified,3600,1 hour,on jan 25 2005 about ten at night we noticed bright lights that were very strange.  ((NUFORC Note:  Possible sighting of Sirius.  PD)),2/8/2005,17.189877,-88.49765,1,25,2005,10:00
12/5/2005 16:05,vernon (canada),bc,ca,cylinder,420,7 minutes,Very strange bright cigar shaped object in the southwestern sky.,12/16/2005,46.183333,-62.883333,12,5,2005,16:05
12/5/2005 18:05,tadmarton&#44 banbury (uk/england),,gb,triangle,30,30 seconds,Triangle shaped UFO&#44 three green lights at night in the countryside of Oxfordshire&#44 England.,12/16/2005,52.037774,-1.42576,12,5,2005,18:05
12/5/2006 18:00,high prairie (canada),ab,ca,disk,600,10 min,Two redish orange lights on the outside of the middle.Three orange lights around the back.The craft made no noise.,12/7/2006,55.433333,-116.483333,12,5,2006,18:00
1/25/2006 21:15,uk/england,,gb,changing,7200,2 hours +,colour changing shape changing flashing light in the sky over warwickshire in England,2/14/2006,52.355518,-1.17432,1,25,2006,21:15
1/25/2008 10:30,iquique,,cl,round,3600,60 mins,Round object&#44 changing colours from red&#44 blue to white&#44 with electric currents running through&#44 releasing something into the air&#44 blue,2/14/2008,-20.2167,-70.142223,1,25,2008,10:30
1/25/2008 16:30,grand rapids to nyc (in flight),ab,ca,cylinder,10,10 seconds,A missle shaped&#44 silver object going at a fantastic rate of speed that was observed from inside an airplane.,2/14/2008,42.96336,-85.668086,1,25,2008,16:30
1/26/2008,plymouth (uk/england),,gb,triangle,172800,48 hrs,just wondered if you seen anything strange in the last couple of days nr your labs and setup &#44only a question please get bck to me loud,2/14/2008,50.396389,-4.138611,1,26,2008,0:00
1/25/2009 0:10,suzhou (china),,cn,round,15,0:15,three ufo over Suzhou china during new year,3/19/2009,31.298886,120.585316,1,25,2009,0:10
1/25/2009 0:40,kleive (norway),,no,round,180,3 minutes,Orange object flew from east to wast over Kleive&#44 Norway.,3/19/2009,62.797057,7.645556,1,25,2009,0:40
12/5/2009 11:30,azua (dominican republic),,do,disk,30,30 sec,UFO appears for less than a minute over the Dominican Republic sky,5/29/2011,18.46,-70.74,12,5,2009,11:30
1/25/2009 19:00,bristol (uk/england),,gb,light,3600,1 hour,Bright white stationary light in sky&#44 for several days&#44 goes on and off&#44 same time each night.  ((NUFORC Note:  Venus.  PD)),3/19/2009,51.45,-2.583333,1,25,2009,19:00
1/25/2010 1:00,iroquois falls (canada),on,ca,other/unspecified,4,1/4 second,Your site was refered by the Rhine Research Center. For the past several months&#44 my wife and I have seen a bright white light in our be,2/14/2010,48.766667,-80.666667,1,25,2010,1:00
1/25/2010 11:30,begues (catalonia&#44 spain),,es,disk,120,2min,((HOAX??))  A total circle no lights &#44 only a litte ligth down of  blue,4/13/2010,41.330975,1.922643,1,25,2010,11:30
1/25/2010 13:11,barcelona (spain),,es,other/unspecified,120,2min,I and my friend have seen a black circular plate flying over the trees. It entered inside the wood and after 2 minutes aprox. it got ou,2/14/2010,41.385064,2.173403,1,25,2010,13:11
1/25/2010 19:55,johor bahru (malaysia),,my,other/unspecified,600,10 min,i dont know,4/13/2010,1.46343,103.754715,1,25,2010,19:55
1/25/2011 2:30,petaling jaya (malaysia),,my,triangle,300,3-5 minutes,triangle sheped craft threw out a stone which is glowing,1/31/2011,3.107094,101.608255,1,25,2011,2:30
12/5/2012 0:00,north bay (canada),on,ca,flare,30,30 seconds,Zigzagging fireball in North bay&#44 Ontario.,12/20/2012,46.3,-79.45,12,5,2012,0:00
12/5/2012 17:25,hamilton (canada),on,ca,light,600,~10 minutes,Large&#44 bright&#44 colourful &quot;star-like&quot; object hovering over Dundas&#44 Ontario.  ((NUFORC Note:  Possibly the star&#44 Sirius?  PD)),12/20/2012,43.25,-79.833333,12,5,2012,17:25
1/25/2012 21:00,kota kinabalu (malaysia),,my,disk,300,4 to 5 mins,Strange craft in Kota Kinabalu&#44 Sabah&#44 Malaysia,2/3/2012,5.976474,116.115777,1,25,2012,21:00
1/25/2013 22:53,perth (australia),,au,flare,45,45 seconds,Bright Star like object about 45 seconds in Perth WA near the southern cross.,2/4/2013,-31.95224,115.861397,1,25,2013,22:53
1/25/2014 22:45,calgary (canada),ab,ca,changing,300,5 minutes,Orange (and blue tinged) objects observed over south west Calgary.,1/30/2014,51.083333,-114.083333,1,25,2014,22:45
12/6/1987 2:00,newcastle (australia),,au,round,300,5 min,stop up hill in car take photo of car and this was on film zoomed in on computer 19 years later and seen this looks like ufo over car w,10/30/2006,-32.927792,151.784485,12,6,1987,2:00
1/26/1988 23:00,sydney (nsw&#44 australia),,au,cylinder,180,3 minutes,UFO Encounter Close 26th January 1988  Pre Olympic Site Sydney 2000 .,4/27/2004,-33.861481,151.205475,1,26,1988,23:00
